Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,AEFI,18-30 years (Age),30-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
17/05/2021,Delhi,3639716.0,189776.0,1043.0,3639716.0,1077967.0,2107356.0,1531683.0,677.0,1486103.0,3231580.0,900.0,468676.0,689513.0,1507717.0,972642.0,4717683
18/05/2021,Delhi,3729586.0,179650.0,992.0,3729586.0,1095080.0,2158874.0,1570007.0,705.0,1507234.0,3317432.0,910.0,497504.0,725391.0,1526333.0,979030.0,4824666
19/05/2021,Delhi,,,,,,,,,,,,,,,,0
16/01/2021,Goa,50.0,7.0,7.0,50.0,0.0,16.0,34.0,0.0,0.0,50.0,,,,,,50
17/01/2021,Goa,50.0,10.0,7.0,50.0,0.0,16.0,34.0,0.0,0.0,50.0,,,,,,50
18/01/2021,Goa,47.0,20.0,8.0,47.0,0.0,20.0,27.0,0.0,0.0,47.0,,,,,,47
19/01/2021,Goa,72.0,32.0,15.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,,,,,,72
20/01/2021,Goa,72.0,38.0,20.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,,,,,,72
21/01/2021,Goa,72.0,41.0,22.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,,,,,,72
22/01/2021,Goa,300.0,44.0,24.0,300.0,0.0,133.0,167.0,0.0,0.0,300.0,,,,,,300
23/01/2021,Goa,971.0,47.0,24.0,971.0,0.0,394.0,577.0,0.0,0.0,971.0,,,,,,971
24/01/2021,Goa,1033.0,55.0,26.0,1033.0,0.0,412.0,621.0,0.0,0.0,1033.0,,,,,,1033
25/01/2021,Goa,1285.0,68.0,37.0,1285.0,0.0,491.0,794.0,0.0,0.0,1285.0,,,,,,1285
26/01/2021,Goa,1290.0,70.0,39.0,1290.0,0.0,494.0,796.0,0.0,0.0,1290.0,,,,,,1290
27/01/2021,Goa,1844.0,72.0,39.0,1844.0,0.0,684.0,1160.0,0.0,0.0,1844.0,,,,,,1844
28/01/2021,Goa,2394.0,77.0,41.0,2394.0,0.0,890.0,1504.0,0.0,0.0,2394.0,,,,,,2394
29/01/2021,Goa,2752.0,82.0,43.0,2752.0,0.0,1033.0,1719.0,0.0,0.0,2752.0,,,,,,2752
30/01/2021,Goa,3464.0,90.0,46.0,3464.0,0.0,1329.0,2135.0,0.0,0.0,3464.0,,,,,,3464
31/01/2021,Goa,3466.0,103.0,50.0,3466.0,0.0,1330.0,2136.0,0.0,0.0,3466.0,,,,,,3466
01/02/2021,Goa,3860.0,119.0,60.0,3860.0,0.0,1457.0,2403.0,0.0,0.0,3860.0,,,,,,3860
02/02/2021,Goa,4720.0,148.0,77.0,4720.0,0.0,1759.0,2961.0,0.0,0.0,4720.0,,,,,,4720
03/02/2021,Goa,5582.0,158.0,80.0,5582.0,0.0,2045.0,3537.0,0.0,0.0,5582.0,,,,,,5582
04/02/2021,Goa,6532.0,173.0,83.0,6532.0,0.0,2339.0,4193.0,0.0,0.0,6532.0,,,,,,6532
05/02/2021,Goa,7195.0,173.0,83.0,7195.0,0.0,2499.0,4696.0,0.0,0.0,7195.0,,,,,,7195
06/02/2021,Goa,7460.0,182.0,86.0,7460.0,0.0,2574.0,4886.0,0.0,0.0,7460.0,,,,,,7460
07/02/2021,Goa,7462.0,189.0,89.0,7462.0,0.0,2576.0,4886.0,0.0,0.0,7462.0,,,,,,7462
08/02/2021,Goa,7800.0,200.0,95.0,7800.0,0.0,2709.0,5091.0,0.0,0.0,7800.0,,,,,,7800
09/02/2021,Goa,8607.0,214.0,106.0,8607.0,0.0,3244.0,5363.0,0.0,0.0,8607.0,,,,,,8607
10/02/2021,Goa,9656.0,272.0,115.0,9656.0,0.0,3999.0,5657.0,0.0,1.0,9655.0,,,,,,9656
11/02/2021,Goa,11086.0,318.0,128.0,11086.0,0.0,4828.0,6258.0,0.0,1.0,11085.0,,,,,,11086
12/02/2021,Goa,12743.0,357.0,129.0,12743.0,0.0,5815.0,6928.0,0.0,1.0,12742.0,,,,,,12743
13/02/2021,Goa,13277.0,399.0,131.0,13277.0,309.0,6107.0,7170.0,0.0,1.0,13276.0,,,,,,13586
14/02/2021,Goa,13277.0,401.0,131.0,13277.0,309.0,6107.0,7170.0,0.0,1.0,13276.0,,,,,,13586
15/02/2021,Goa,13942.0,419.0,133.0,13942.0,337.0,6664.0,7278.0,0.0,1.0,13941.0,,,,,,14279
16/02/2021,Goa,14123.0,443.0,134.0,14123.0,340.0,6820.0,7303.0,0.0,1.0,14122.0,,,,,,14463
17/02/2021,Goa,14700.0,481.0,136.0,14700.0,340.0,7305.0,7395.0,0.0,1.0,14699.0,,,,,,15040
18/02/2021,Goa,13960.0,507.0,136.0,13960.0,343.0,7042.0,6918.0,0.0,1.0,13959.0,,,,,,14303
19/02/2021,Goa,15417.0,541.0,137.0,15417.0,585.0,7738.0,7679.0,0.0,1.0,15416.0,,,,,,16002
20/02/2021,Goa,16122.0,543.0,138.0,16122.0,1273.0,7989.0,8133.0,0.0,1.0,16121.0,,,,,,17395
21/02/2021,Goa,16122.0,559.0,141.0,16122.0,1273.0,7989.0,8133.0,0.0,1.0,16121.0,,,,,,17395
22/02/2021,Goa,16651.0,603.0,142.0,16651.0,1492.0,8366.0,8285.0,0.0,1.0,16650.0,,,,,,18143
23/02/2021,Goa,16916.0,647.0,150.0,16916.0,1503.0,8577.0,8339.0,0.0,1.0,16915.0,,,,,,18419
24/02/2021,Goa,17881.0,686.0,150.0,17881.0,1970.0,9302.0,8579.0,0.0,1.0,17880.0,,,,,,19851
25/02/2021,Goa,18693.0,707.0,150.0,18693.0,2428.0,9832.0,8861.0,0.0,1.0,18692.0,,,,,,21121
26/02/2021,Goa,19870.0,726.0,150.0,19870.0,2750.0,10761.0,9109.0,0.0,1.0,19869.0,,,,,,22620
27/02/2021,Goa,19870.0,726.0,150.0,19870.0,2750.0,10761.0,9109.0,0.0,1.0,19869.0,,,,,,22620
28/02/2021,Goa,19870.0,758.0,152.0,19870.0,2750.0,10761.0,9109.0,0.0,1.0,19869.0,,,,,,22620
01/03/2021,Goa,19870.0,856.0,153.0,19870.0,2750.0,10761.0,9109.0,0.0,1.0,19869.0,,,,,,22620
02/03/2021,Goa,23398.0,968.0,157.0,23398.0,3607.0,12713.0,10685.0,0.0,1.0,23397.0,,,,,,27005
03/03/2021,Goa,26860.0,1112.0,167.0,26860.0,4570.0,14607.0,12253.0,0.0,1.0,26859.0,,,,,,31430
04/03/2021,Goa,30673.0,1258.0,178.0,30673.0,5497.0,16654.0,14019.0,0.0,1.0,30672.0,,,,,,36170
05/03/2021,Goa,34005.0,1458.0,178.0,34005.0,6425.0,18296.0,15709.0,0.0,1.0,34004.0,,,,,,40430
06/03/2021,Goa,36894.0,1507.0,178.0,36894.0,6906.0,19685.0,17209.0,0.0,1.0,36893.0,,,,,,43800
07/03/2021,Goa,36902.0,1532.0,184.0,36902.0,6906.0,19686.0,17216.0,0.0,1.0,36901.0,,,,,,43808
08/03/2021,Goa,40153.0,1632.0,184.0,40153.0,7346.0,21318.0,18835.0,0.0,2.0,40151.0,,,,,,47499
09/03/2021,Goa,43940.0,7600.0,54.0,36027.0,7913.0,23175.0,20765.0,0.0,0.0,43937.0,,,,,,43940
10/03/2021,Goa,47253.0,8700.0,60.0,38493.0,8760.0,24975.0,22278.0,0.0,0.0,47250.0,,,,,,47253
11/03/2021,Goa,50241.0,9200.0,62.0,40416.0,9825.0,26660.0,23581.0,0.0,0.0,50238.0,,,,,,50241
12/03/2021,Goa,55587.0,8700.0,60.0,44305.0,11282.0,29717.0,25870.0,0.0,0.0,55584.0,,,,,,55587
13/03/2021,Goa,59312.0,7050.0,49.0,47645.0,11667.0,31609.0,27703.0,0.0,0.0,59309.0,,,,,,59312
14/03/2021,Goa,59323.0,0.0,0.0,47655.0,11668.0,31617.0,27706.0,0.0,0.0,59320.0,,,,,,59323
15/03/2021,Goa,64652.0,15800.0,59.0,52403.0,12249.0,34442.0,30209.0,1.0,0.0,64649.0,,,,,,64652
16/03/2021,Goa,65739.0,17600.0,59.0,65739.0,12638.0,34486.0,31252.0,1.0,0.0,78377.0,498.0,4232.0,11397.0,16293.0,33809.0,78377
17/03/2021,Goa,72357.0,7700.0,51.0,72357.0,13074.0,38007.0,34349.0,1.0,0.0,85431.0,498.0,4257.0,11497.0,17396.0,39198.0,85431
18/03/2021,Goa,74794.0,7400.0,51.0,74794.0,13270.0,39245.0,35547.0,2.0,0.0,88064.0,501.0,4290.0,11551.0,17901.0,41043.0,88064
19/03/2021,Goa,77616.0,7200.0,49.0,77616.0,13803.0,40635.0,36979.0,2.0,0.0,91419.0,501.0,4320.0,11716.0,18683.0,42888.0,91419
20/03/2021,Goa,80447.0,6900.0,49.0,80447.0,14288.0,41956.0,38488.0,3.0,0.0,94735.0,501.0,4376.0,11811.0,19516.0,44735.0,94735
21/03/2021,Goa,80522.0,100.0,1.0,80522.0,14297.0,41993.0,38526.0,3.0,0.0,94819.0,502.0,4379.0,11814.0,19550.0,44770.0,94819
22/03/2021,Goa,83315.0,7400.0,52.0,83315.0,14810.0,43342.0,39970.0,3.0,0.0,98125.0,502.0,4451.0,11914.0,20211.0,46730.0,98125
23/03/2021,Goa,86286.0,7200.0,51.0,86286.0,15178.0,44796.0,41487.0,3.0,0.0,101464.0,502.0,4489.0,12028.0,20910.0,48850.0,101464
24/03/2021,Goa,88974.0,6900.0,49.0,88974.0,15794.0,46162.0,42809.0,3.0,0.0,104768.0,502.0,4506.0,12151.0,21643.0,50665.0,104768
25/03/2021,Goa,91525.0,7300.0,52.0,91525.0,16296.0,47481.0,44041.0,3.0,0.0,107821.0,507.0,4526.0,12292.0,22277.0,52421.0,107821
26/03/2021,Goa,94110.0,8300.0,56.0,94110.0,16971.0,48822.0,45285.0,3.0,0.0,111081.0,508.0,4539.0,12470.0,22932.0,54160.0,111081
27/03/2021,Goa,96611.0,6900.0,49.0,96611.0,17115.0,49949.0,46659.0,3.0,0.0,113726.0,508.0,4575.0,12598.0,23582.0,55847.0,113726
28/03/2021,Goa,96611.0,600.0,5.0,96611.0,17115.0,49948.0,46660.0,3.0,0.0,113726.0,508.0,4575.0,12598.0,23581.0,55848.0,113726
29/03/2021,Goa,97343.0,4200.0,39.0,97343.0,17232.0,50330.0,47010.0,3.0,0.0,114575.0,508.0,4585.0,12624.0,23775.0,56350.0,114575
30/03/2021,Goa,100317.0,9450.0,54.0,100317.0,18371.0,51791.0,48523.0,3.0,0.0,118688.0,513.0,4604.0,12706.0,24416.0,58582.0,118688
31/03/2021,Goa,102595.0,12100.0,69.0,102595.0,19386.0,52951.0,49640.0,4.0,0.0,121981.0,515.0,4625.0,12799.0,24906.0,60256.0,121981
01/04/2021,Goa,105426.0,9700.0,64.0,105426.0,20175.0,54497.0,50925.0,4.0,0.0,125601.0,515.0,4638.0,12891.0,26642.0,61246.0,125601
02/04/2021,Goa,108867.0,7500.0,51.0,108867.0,20826.0,56373.0,52490.0,4.0,0.0,129693.0,515.0,4651.0,13002.0,29060.0,62145.0,129693
03/04/2021,Goa,111519.0,7500.0,54.0,111519.0,21615.0,57777.0,53738.0,4.0,0.0,133134.0,515.0,4683.0,13130.0,30746.0,62951.0,133134
04/04/2021,Goa,113879.0,7300.0,47.0,113879.0,21972.0,59025.0,54850.0,4.0,0.0,135851.0,516.0,4695.0,13171.0,32439.0,63565.0,135851
05/04/2021,Goa,116633.0,8700.0,61.0,116633.0,23113.0,60453.0,56176.0,4.0,0.0,139746.0,517.0,4695.0,13176.0,34105.0,64648.0,139746
06/04/2021,Goa,118691.0,9700.0,70.0,118691.0,23772.0,61494.0,57193.0,4.0,0.0,142463.0,518.0,4697.0,13185.0,35354.0,65446.0,142463
07/04/2021,Goa,123996.0,10200.0,69.0,123996.0,25584.0,64278.0,59714.0,4.0,0.0,149580.0,519.0,4703.0,13196.0,38665.0,67422.0,149580
08/04/2021,Goa,128428.0,9400.0,64.0,128428.0,26948.0,66610.0,61814.0,4.0,0.0,155376.0,520.0,4705.0,13210.0,41483.0,69020.0,155376
09/04/2021,Goa,133268.0,8900.0,64.0,133268.0,28789.0,69290.0,63974.0,4.0,0.0,162057.0,524.0,4711.0,13232.0,44810.0,70505.0,162057
10/04/2021,Goa,140385.0,8600.0,57.0,140385.0,30685.0,72757.0,67624.0,4.0,0.0,171070.0,524.0,4722.0,13251.0,49667.0,72735.0,171070
11/04/2021,Goa,147178.0,9600.0,58.0,147178.0,31151.0,76153.0,71021.0,4.0,0.0,178329.0,525.0,4726.0,13267.0,53940.0,75235.0,178329
12/04/2021,Goa,154523.0,18000.0,65.0,154523.0,33557.0,79862.0,74654.0,7.0,0.0,188080.0,526.0,4756.0,13314.0,58577.0,77866.0,188080
13/04/2021,Goa,158206.0,8200.0,56.0,158206.0,34357.0,81735.0,76464.0,7.0,0.0,192563.0,526.0,4758.0,13333.0,60898.0,79207.0,192563
14/04/2021,Goa,167443.0,10500.0,61.0,167443.0,35682.0,86145.0,81290.0,8.0,0.0,203125.0,526.0,4763.0,13360.0,66473.0,82837.0,203125
15/04/2021,Goa,173909.0,10200.0,59.0,173909.0,39213.0,89205.0,84695.0,9.0,0.0,213122.0,529.0,4772.0,13385.0,70194.0,85547.0,213122
16/04/2021,Goa,182574.0,8900.0,59.0,182574.0,42392.0,93412.0,89150.0,12.0,0.0,224966.0,534.0,4785.0,13453.0,75283.0,89041.0,224966
17/04/2021,Goa,191878.0,8800.0,56.0,191878.0,45278.0,97780.0,94085.0,13.0,0.0,237156.0,534.0,4800.0,13497.0,81039.0,92530.0,237156
18/04/2021,Goa,198368.0,7700.0,52.0,198368.0,46209.0,100810.0,97544.0,14.0,0.0,244577.0,536.0,4806.0,13525.0,85044.0,94981.0,244577
19/04/2021,Goa,204861.0,8500.0,59.0,204861.0,48923.0,103836.0,101010.0,15.0,0.0,253784.0,536.0,4824.0,13570.0,88888.0,97566.0,253784
20/04/2021,Goa,212256.0,8500.0,61.0,212256.0,52107.0,107462.0,104778.0,16.0,0.0,264363.0,536.0,4845.0,13645.0,93292.0,100461.0,264363
21/04/2021,Goa,218280.0,9500.0,65.0,218280.0,54563.0,110516.0,107748.0,16.0,0.0,272843.0,536.0,4855.0,13718.0,97001.0,102692.0,272843
22/04/2021,Goa,224561.0,10100.0,66.0,224561.0,56863.0,113504.0,111041.0,16.0,0.0,281424.0,538.0,4862.0,13777.0,100851.0,105057.0,281424
23/04/2021,Goa,230437.0,9200.0,64.0,230437.0,59251.0,116263.0,114157.0,17.0,0.0,289688.0,541.0,4903.0,13933.0,104536.0,107051.0,289688
24/04/2021,Goa,237544.0,8200.0,59.0,237544.0,61576.0,119513.0,118013.0,18.0,0.0,299120.0,541.0,4924.0,14040.0,109294.0,109271.0,299120
25/04/2021,Goa,241453.0,4700.0,43.0,241453.0,62556.0,121382.0,120053.0,18.0,0.0,304009.0,541.0,4931.0,14082.0,111838.0,110586.0,304009
26/04/2021,Goa,248280.0,8100.0,58.0,248280.0,64729.0,124565.0,123697.0,18.0,0.0,313009.0,542.0,4962.0,14185.0,116061.0,113055.0,313009
27/04/2021,Goa,256196.0,9200.0,63.0,256196.0,67017.0,128306.0,127872.0,18.0,0.0,323213.0,543.0,9788.0,14710.0,115719.0,115962.0,323213
28/04/2021,Goa,262802.0,9920.0,68.0,262802.0,68918.0,131482.0,131302.0,18.0,0.0,331720.0,543.0,9915.0,15006.0,119670.0,118194.0,331720
29/04/2021,Goa,269749.0,8920.0,61.0,269749.0,70910.0,134717.0,135014.0,18.0,0.0,340659.0,545.0,10101.0,15251.0,123938.0,120451.0,340659
30/04/2021,Goa,277125.0,8820.0,65.0,277125.0,72593.0,138452.0,138655.0,18.0,0.0,349718.0,546.0,10275.0,15635.0,128663.0,122543.0,349718
01/05/2021,Goa,282005.0,7000.0,48.0,282005.0,73264.0,140915.0,141071.0,19.0,0.0,355269.0,547.0,10371.0,15754.0,132003.0,123868.0,355269
02/05/2021,Goa,284560.0,6100.0,41.0,284560.0,73720.0,142173.0,142367.0,20.0,0.0,358280.0,548.0,10389.0,15783.0,133683.0,124699.0,358280
03/05/2021,Goa,288805.0,7550.0,51.0,288805.0,74787.0,144181.0,144604.0,20.0,157.0,363435.0,553.0,10505.0,16014.0,136275.0,126005.0,363592
04/05/2021,Goa,292908.0,7307.0,50.0,292908.0,75949.0,146277.0,146611.0,20.0,360.0,368497.0,553.0,10641.0,16287.0,138728.0,127246.0,368857
05/05/2021,Goa,296579.0,7520.0,49.0,296579.0,77418.0,148079.0,148480.0,20.0,579.0,373418.0,553.0,10750.0,16590.0,140815.0,128418.0,373997
06/05/2021,Goa,300663.0,7812.0,53.0,300663.0,79264.0,150067.0,150576.0,20.0,793.0,379134.0,553.0,10938.0,17014.0,143093.0,129612.0,379927
07/05/2021,Goa,305206.0,7806.0,51.0,305206.0,81244.0,152622.0,152563.0,21.0,996.0,385454.0,553.0,11349.0,17979.0,145196.0,130676.0,386450
08/05/2021,Goa,309334.0,7802.0,53.0,309334.0,83008.0,154712.0,154601.0,21.0,1199.0,391143.0,553.0,11735.0,18839.0,147154.0,131600.0,392342
09/05/2021,Goa,310955.0,6000.0,41.0,310955.0,83458.0,155634.0,155300.0,21.0,1199.0,393214.0,553.0,11869.0,19123.0,147953.0,132004.0,394413
10/05/2021,Goa,314583.0,7708.0,52.0,314583.0,85135.0,157647.0,156915.0,21.0,1406.0,398312.0,556.0,12210.0,19906.0,149619.0,132842.0,399718
11/05/2021,Goa,318352.0,7522.0,49.0,318352.0,87148.0,159762.0,158569.0,21.0,1625.0,403875.0,556.0,12660.0,20839.0,151197.0,133649.0,405500
12/05/2021,Goa,322251.0,9424.0,54.0,322251.0,88940.0,161973.0,160257.0,21.0,1836.0,409355.0,556.0,13146.0,21903.0,152699.0,134494.0,411191
13/05/2021,Goa,327646.0,9302.0,54.0,327646.0,90838.0,165055.0,162570.0,21.0,2221.0,416263.0,556.0,13973.0,23545.0,154655.0,135464.0,418484
14/05/2021,Goa,332990.0,7806.0,50.0,332990.0,92531.0,167894.0,165075.0,21.0,2422.0,423099.0,556.0,14825.0,25035.0,156688.0,136432.0,425521
15/05/2021,Goa,342243.0,12108.0,90.0,342243.0,94215.0,173190.0,169032.0,21.0,2828.0,433630.0,556.0,17763.0,28588.0,158645.0,137232.0,436458
16/05/2021,Goa,344615.0,10050.0,77.0,344615.0,94266.0,174548.0,170046.0,21.0,2828.0,436053.0,556.0,18812.0,29765.0,158755.0,137268.0,438881
17/05/2021,Goa,350557.0,16600.0,89.0,350557.0,94366.0,178060.0,172474.0,23.0,3008.0,441915.0,556.0,21150.0,32519.0,159367.0,137499.0,444923
18/05/2021,Goa,357502.0,15853.0,92.0,357502.0,94441.0,182028.0,175451.0,23.0,3237.0,448706.0,558.0,23525.0,35546.0,160461.0,137945.0,451943
19/05/2021,Goa,,,,,,,,,,,,,,,,0
16/01/2021,Gujarat,1146.0,107.0,95.0,1146.0,0.0,77814.0,6400.0,63.0,77814.0,14486.0,,,,,,1146
17/01/2021,Gujarat,2313.0,351.0,189.0,2313.0,0.0,1118.0,1195.0,0.0,14.0,2299.0,,,,,,2313
18/01/2021,Gujarat,2182.0,598.0,287.0,2182.0,0.0,1071.0,1111.0,0.0,15.0,2167.0,,,,,,2182
19/01/2021,Gujarat,4842.0,700.0,313.0,4842.0,0.0,2412.0,2430.0,0.0,15.0,4827.0,,,,,,4842
20/01/2021,Gujarat,4877.0,932.0,409.0,4877.0,0.0,2426.0,2451.0,0.0,18.0,4859.0,,,,,,4877
21/01/2021,Gujarat,8350.0,1125.0,501.0,8350.0,0.0,4124.0,4226.0,0.0,23.0,8327.0,,,,,,8350
22/01/2021,Gujarat,13183.0,1622.0,854.0,13183.0,0.0,6335.0,6848.0,0.0,27.0,13156.0,,,,,,13183
23/01/2021,Gujarat,44873.0,1724.0,891.0,44873.0,0.0,18980.0,25892.0,1.0,31.0,44842.0,,,,,,44873
24/01/2021,Gujarat,46456.0,1901.0,965.0,46456.0,0.0,19727.0,26728.0,1.0,33.0,46423.0,,,,,,46456
25/01/2021,Gujarat,62496.0,2019.0,1005.0,62496.0,0.0,26549.0,35944.0,3.0,35.0,62461.0,,,,,,62496
26/01/2021,Gujarat,62729.0,2188.0,1094.0,62729.0,0.0,26666.0,36060.0,3.0,38.0,62691.0,,,,,,62729
27/01/2021,Gujarat,68817.0,3411.0,1859.0,68817.0,0.0,29135.0,39679.0,3.0,36.0,68781.0,,,,,,68817
28/01/2021,Gujarat,132621.0,4847.0,2411.0,132621.0,0.0,51456.0,81152.0,13.0,71.0,132550.0,,,,,,132621
29/01/2021,Gujarat,187038.0,5520.0,2523.0,187038.0,0.0,68265.0,118753.0,20.0,77.0,186961.0,,,,,,187038
30/01/2021,Gujarat,211551.0,5715.0,2552.0,211551.0,0.0,77371.0,134160.0,20.0,92.0,211459.0,,,,,,211551
31/01/2021,Gujarat,251207.0,5975.0,2586.0,251207.0,0.0,109220.0,141964.0,23.0,10435.0,240772.0,,,,,,251207
01/02/2021,Gujarat,284170.0,6317.0,2635.0,284170.0,0.0,133810.0,150337.0,23.0,18250.0,265920.0,,,,,,284170
02/02/2021,Gujarat,306639.0,7267.0,2796.0,306639.0,0.0,149545.0,157070.0,24.0,21694.0,284945.0,,,,,,306639
03/02/2021,Gujarat,326450.0,8407.0,2989.0,326450.0,0.0,161870.0,164556.0,24.0,23719.0,302731.0,,,,,,326450
04/02/2021,Gujarat,360502.0,9897.0,3278.0,360502.0,0.0,180029.0,180446.0,27.0,27569.0,332933.0,,,,,,360502
05/02/2021,Gujarat,404841.0,11269.0,3499.0,404841.0,0.0,206378.0,198435.0,28.0,45608.0,359233.0,,,,,,404841
06/02/2021,Gujarat,448811.0,12250.0,3591.0,448811.0,0.0,232017.0,216756.0,38.0,72262.0,376549.0,,,,,,448811
07/02/2021,Gujarat,468838.0,13102.0,3662.0,468838.0,0.0,244923.0,223877.0,38.0,81423.0,387415.0,,,,,,468838
08/02/2021,Gujarat,537364.0,14350.0,3790.0,537364.0,0.0,288510.0,248816.0,38.0,115438.0,421926.0,,,,,,537364
09/02/2021,Gujarat,617709.0,15397.0,3900.0,617709.0,0.0,338679.0,278990.0,40.0,160944.0,456765.0,,,,,,617709
10/02/2021,Gujarat,683599.0,16399.0,3980.0,683599.0,0.0,381805.0,301749.0,45.0,190950.0,492649.0,,,,,,683599
11/02/2021,Gujarat,726174.0,17344.0,4052.0,726174.0,0.0,408466.0,317662.0,46.0,204112.0,522062.0,,,,,,726174
12/02/2021,Gujarat,749435.0,18083.0,4100.0,749435.0,0.0,422549.0,326839.0,47.0,211116.0,538319.0,,,,,,749435
13/02/2021,Gujarat,759799.0,18603.0,4128.0,759799.0,2.0,428869.0,330883.0,47.0,213883.0,545916.0,,,,,,759801
14/02/2021,Gujarat,761549.0,19118.0,4138.0,761549.0,6.0,430105.0,331397.0,47.0,214455.0,547094.0,,,,,,761555
15/02/2021,Gujarat,774751.0,19750.0,4153.0,774751.0,8542.0,437222.0,337482.0,47.0,215562.0,559189.0,,,,,,783293
16/02/2021,Gujarat,784610.0,20206.0,4182.0,784610.0,14686.0,442452.0,342111.0,47.0,216205.0,568405.0,,,,,,799296
17/02/2021,Gujarat,789722.0,20766.0,4213.0,789722.0,16703.0,445130.0,344545.0,47.0,217132.0,572590.0,,,,,,806425
18/02/2021,Gujarat,773109.0,21378.0,4239.0,773109.0,26414.0,440215.0,332846.0,48.0,218356.0,554753.0,,,,,,799523
19/02/2021,Gujarat,807835.0,22091.0,4267.0,807835.0,35981.0,454897.0,352890.0,48.0,218748.0,589087.0,,,,,,843816
20/02/2021,Gujarat,810715.0,22510.0,4286.0,810715.0,58542.0,456740.0,353927.0,48.0,219211.0,591504.0,,,,,,869257
21/02/2021,Gujarat,810973.0,22809.0,4294.0,810973.0,59337.0,456786.0,354139.0,48.0,219211.0,591762.0,,,,,,870310
22/02/2021,Gujarat,812914.0,23378.0,4311.0,812914.0,72085.0,457828.0,355038.0,48.0,219453.0,593461.0,,,,,,884999
23/02/2021,Gujarat,815413.0,24005.0,4317.0,815413.0,77050.0,459003.0,356362.0,48.0,219623.0,595790.0,,,,,,892463
24/02/2021,Gujarat,817727.0,24982.0,4326.0,817727.0,78697.0,460189.0,357490.0,48.0,219778.0,597949.0,,,,,,896424
25/02/2021,Gujarat,819845.0,25890.0,4340.0,819845.0,124015.0,461204.0,358593.0,48.0,219919.0,599926.0,,,,,,943860
26/02/2021,Gujarat,821729.0,26143.0,4350.0,821729.0,167586.0,462097.0,359584.0,48.0,220042.0,601687.0,,,,,,989315
27/02/2021,Gujarat,821733.0,26145.0,4351.0,821733.0,167586.0,462099.0,359586.0,48.0,220042.0,601691.0,,,,,,989319
28/02/2021,Gujarat,821783.0,28862.0,4690.0,821783.0,167586.0,462137.0,359598.0,48.0,220079.0,601704.0,,,,,,989369
01/03/2021,Gujarat,821783.0,34005.0,5034.0,821783.0,167586.0,462137.0,359598.0,48.0,220079.0,601704.0,,,,,,989369
02/03/2021,Gujarat,956419.0,38441.0,5182.0,956419.0,196848.0,533263.0,423099.0,57.0,220193.0,736226.0,,,,,,1153267
03/03/2021,Gujarat,1015619.0,47141.0,5391.0,1015619.0,219274.0,565605.0,449956.0,58.0,221149.0,794470.0,,,,,,1234893
04/03/2021,Gujarat,1143571.0,58087.0,5670.0,1143571.0,254243.0,634238.0,509268.0,65.0,223531.0,920040.0,,,,,,1397814
05/03/2021,Gujarat,1284380.0,73367.0,5873.0,1284380.0,296085.0,708751.0,575559.0,70.0,227918.0,1056462.0,,,,,,1580465
06/03/2021,Gujarat,1414609.0,79744.0,5969.0,1414609.0,330864.0,776433.0,638102.0,74.0,233405.0,1181204.0,,,,,,1745473
07/03/2021,Gujarat,1417812.0,82018.0,6047.0,1417812.0,331788.0,778026.0,639712.0,74.0,233455.0,1184357.0,,,,,,1749600
08/03/2021,Gujarat,1551898.0,87832.0,6170.0,1551898.0,367328.0,847676.0,704140.0,82.0,238408.0,1313490.0,,,,,,1919226
09/03/2021,Gujarat,1719245.0,387344.0,2710.0,1307844.0,411401.0,935276.0,783878.0,89.0,273054.0,1446117.0,,,,,,1719245
10/03/2021,Gujarat,1766662.0,120775.0,855.0,1332660.0,434002.0,962152.0,804414.0,94.0,289227.0,1477361.0,,,,,,1766662
11/03/2021,Gujarat,1776940.0,46850.0,311.0,1341652.0,435288.0,967617.0,809226.0,95.0,289793.0,1487072.0,,,,,,1776940
12/03/2021,Gujarat,1947430.0,416263.0,2873.0,1462283.0,485147.0,1055447.0,891878.0,103.0,317122.0,1630232.0,,,,,,1947430
13/03/2021,Gujarat,2073148.0,356798.0,2452.0,1559499.0,513649.0,1119769.0,953269.0,108.0,330274.0,1742797.0,,,,,,2073148
14/03/2021,Gujarat,2083779.0,30500.0,206.0,1568700.0,515079.0,1125422.0,958244.0,111.0,331204.0,1752498.0,,,,,,2083779
15/03/2021,Gujarat,2231425.0,408852.0,2829.0,1691481.0,539944.0,1201762.0,1029542.0,119.0,341505.0,1889843.0,,,,,,2231425
16/03/2021,Gujarat,2208185.0,429226.0,2997.0,2208185.0,564429.0,1176802.0,1031250.0,133.0,409421.0,2363193.0,830.0,124164.0,464675.0,572477.0,1044914.0,2772614
17/03/2021,Gujarat,2349458.0,146585.0,972.0,2349458.0,574259.0,1250281.0,1099019.0,158.0,413862.0,2509855.0,834.0,125076.0,467038.0,598883.0,1156489.0,2923717
